Date,Div,season,HomeTeam,AwayTeam,Result,GoalDiff,mu_model,mu_mkt,pH_n,pD_n,pA_n,pH_p,pD_p,pA_p,p_H_mkt,p_D_mkt,p_A_mkt
2023-09-15,D1,2023-24,Bayern Munich,Leverkusen,D,0.0,-0.9935211012336957,1.1754649060413684,0.22720085147782432,0.17517504293586628,0.5976241055863094,0.1646442856970592,0.22593146375768333,0.6094209774353472,0.6049231088584822,0.2140497154422322,0.1810271756992856
2023-09-16,D1,2023-24,Bochum,Ein Frankfurt,D,0.0,1.3324139598396352,-0.1175648578243019,0.6616431690427118,0.15900723396637223,0.17934959699091596,0.6889811055321213,0.19927715252279776,0.1117342252551875,0.3341085947785572,0.2879229949121096,0.377968410309333
2023-09-16,D1,2023-24,Wolfsburg,Union Berlin,H,1.0,-1.3526161967041288,0.4591552196742524,0.17671266258167906,0.157951145789901,0.66533619162842,0.10889227311688764,0.19752201858141696,0.6935778307451725,0.4385971239887614,0.2919616676104292,0.2694412084008093
2023-09-16,D1,2023-24,RB Leipzig,Augsburg,H,3.0,5.199897360479576,2.0235991914155504,0.9907175416617899,0.007130947513825082,0.0021515108243849823,0.9694044510572465,0.02589768065897476,0.0022936130184559485,0.7621657349012695,0.1434000716036462,0.0944341934950841
2023-09-16,D1,2023-24,Freiburg,Dortmund,A,-2.0,1.6211989899456727,-0.225282646412722,0.7128066348136466,0.1431884164776181,0.14400494870873531,0.7526558699788486,0.17280977053556046,0.07452003991102285,0.3293849425278957,0.2560924814942016,0.4145225759779027
2023-09-16,D1,2023-24,FC Koln,Hoffenheim,A,-2.0,-1.0435199804906836,0.3552050604316689,0.21971944222585793,0.1729968726894776,0.6072836850846645,0.15622815598809484,0.222364148869724,0.6214039742415249,0.4403241263892663,0.2532434094777646,0.3064324641329691
2023-09-16,D1,2023-24,Mainz,Stuttgart,A,-2.0,-5.25273691630983,0.0,0.0019788365950895725,0.006662903337133486,0.9913582600677769,0.002236545416721298,0.02527874618279214,0.9699556613765609,0.3615934627170582,0.2768130745658835,0.3615934627170582
2023-09-17,D1,2023-24,Heidenheim,Werder Bremen,H,2.0,0.2049132909635284,0.2450473130807028,0.4412473883352841,0.19674114618954114,0.36201146547517477,0.41729988519261757,0.2608556261666804,0.3218441083610633,0.4199331521206601,0.2528279701398289,0.327238877739511
2023-09-17,D1,2023-24,Darmstadt,M'gladbach,D,0.0,-1.8718921488804758,0.1895435306125083,0.1174032349334686,0.12858343183780374,0.7540133332287277,0.048154586347906564,0.14804628306938586,0.8037750921027961,0.403971793010474,0.2635072073006326,0.3325209996888935
2023-09-22,D1,2023-24,Stuttgart,Darmstadt,H,2.0,3.6985817508168726,1.7057711338503865,0.9454390969252164,0.036830101197788886,0.017730801876994672,0.9434137575115571,0.051444086974678074,0.0046917993733597745,0.6981125417247458,0.1848336062852184,0.1170538519900357
2023-09-23,D1,2023-24,Union Berlin,Hoffenheim,A,-2.0,0.6807475600281234,0.4832552312108388,0.5360691608475328,0.18681476150437915,0.2771160776480881,0.5333270601494374,0.24486987484510064,0.2218016632979347,0.4588380404187355,0.2627217812075018,0.2784401783737626
2023-09-23,D1,2023-24,Werder Bremen,FC Koln,H,1.0,0.48665809840059265,0.2314327759613691,0.4973339329524531,0.19208779362891581,0.3105782734186311,0.48573088155738986,0.25338053587024,0.26088778060584483,0.4110040717573469,0.2650920571226248,0.3239038711200284
2023-09-23,D1,2023-24,M'gladbach,RB Leipzig,A,-1.0,-3.0075626399539233,-1.0653831570632684,0.03946574044625217,0.06508770865494817,0.8954465508987997,0.006521478467480847,0.07051059964016022,0.922796119176337,0.1985327554075401,0.2142408415496752,0.5872264030427845
